category,text
news_article,"LONDON (AP) — U.S. President Joe Biden paid his respects at Queen Elizabeth II’s coffin on Sunday as thousands of police, hundreds of British troops and an army of officials made final preparations for the queen’s state funeral — a spectacular display of national mourning that will also be the biggest gathering of world leaders for years.

People across Britain paused for a minute of silence at 8 p.m. in memory of the only monarch most have ever known. At Westminster Hall, where the queen is lying in state, the constant stream of mourners paused for 60 seconds as people observed the minute of reflection in deep silence.

Advertisement

In Windsor, where the queen will be laid to rest on Monday after her funeral at Westminster Abbey, rain began to fall as the crowd fell silent for the moment of reflection. The rain stopped as the crowd erupted in applause.

Biden and first lady Jill Biden were among thousands of mourners — from locals and tourists to royals and world leaders — to pay their respects. The president made the sign of the cross and put his hand to his heart as he stood quietly near the casket in the ornate 900-year-old hall with his wife and U.S. Ambassador Jane Hartley.

Biden then signed the official condolence book and attended a reception Sunday at Buckingham Palace hosted by King Charles III. He is one of 500 world leaders and royals invited to the queen’s state funeral Monday, along with hundreds of dignitaries, politicians, military veterans and British charity workers.

Biden called Queen Elizabeth II “decent” and “honorable” and “all about service” as he signed the condolence book, saying his heart went out to the royal family.

Advertisement

“Queen Elizabeth lived her life for the people,” Jill Biden wrote in a book for spouses and ambassadors. “She served with wisdom and grace. We will never forget her warmth, kindness and the conversations we shared.”

The King's Body Guard, formed of Gentlemen at Arms, Yeomen of the Guard and Scots Guards, change guard duties around the coffin of Queen Elizabeth II, Lying in State inside Westminster Hall, at the Palace of Westminster in London, Sunday, Sept. 18, 2022. (Adrian Dennis/Pool Photo via AP) Adrian Dennis/Pool Photo via AP

As the dignitaries poured in, the clock was ticking down for those seeking a place in the longest queue many have ever seen to file past the queen’s coffin. The miles-long queue is expected to be closed to new arrivals later Sunday so that everyone now in the line can view the coffin before Monday morning, when it will be taken to Westminster Abbey for the queen’s funeral.

Family by family, thousands of people kept joining the line around the clock, braving chilly overnight temperatures and waits of up to 17 hours in a queue that stretched for over 5 miles (8 kilometers).

Lauren Wilson, 36, was in the much-shorter queue for people with mobility issues. She said she wanted to experience in person the coffin lying in state.

Advertisement

“The world is in such a weird place and then this happened. It feels more momentous,” she said.

She worried that the pageantry surrounding Elizabeth’s death deprives the queen’s relatives of the ability to come to terms with their loss.

“The family are not allowed to grieve. I find it quite heartbreaking,” she said.

The queen’s eight grandchildren, led by heir to the throne Prince William, circled the coffin and stood with their heads bowed during a silent vigil on Saturday evening.

Among the foreign leaders in London was New Zealand Prime Minister Jacinda Ardern, who told the BBC she was humbled to represent her nation at the funeral and to witness the national outpouring of grief and respect for the late queen.

“The thing that I will take away from this period is just the beauty of the public’s response, the kindness that you see from members of the public, the patience, the camaraderie. That has been, for me, the most moving tribute of all, has been the public response of the British people,” she said.

President Joe Biden speaks after signing a book of condolence at Lancaster House in London, following the death of Queen Elizabeth II, Sunday, Sept. 18, 2022, as first lady Jill Biden looks on. (AP Photo/Susan Walsh) AP Photo/Susan Walsh

Advertisement

People across the U.K. will also pause Sunday evening for a nationwide minute of silence to remember the queen, who died Sept. 8 at 96 after 70 years on the throne. Monday has been declared a public holiday, and the funeral will be broadcast to a huge television audience worldwide and screened to crowds in parks and public spaces across the country.

Police officers from around the country will be on duty as part of the biggest one-day policing operation in London’s history.

Crowds also gathered Sunday near Windsor Castle, where the queen will be laid to rest at a private family ceremony on Monday evening.

Steve Beeson came with his family of three and a bouquet of flowers he had purchased for the queen.

“She has been a constant steadying of the reins for the country through all of these really rough times, the least we can do is come and say ‘Thank you,’” he said.

Camilla, the queen consort, paid tribute to her mother-in-law in a video message, saying the monarch “carved her own role” as a “solitary woman” on a world stage dominated by men.

Advertisement

“I will always remember her smile. That smile is unforgettable,” said Camilla, who is married to Charles.

Ukraine’s first lady, Olena Zelenska, was also among mourners paying respects to the queen’s coffin. British royal officials said Zelenska met with Catherine, the Princess of Wales, at Buckingham Palace on Sunday afternoon. They did not release further details. The British government has been among the strongest supporters of Ukraine since it was invaded by Russia in February.

A painting of the Queen Elizabeth II is seen next to flowers at Green Park, near Buckingham Palace, in London, Sunday, Sept. 18, 2022. (AP Photo/Felipe Dana) AP Photo/Felipe Dana

On Saturday night, it was the grandchildren’s time to mourn. William and Prince Harry, Charles’ sons, were joined by Princess Anne’s children, Zara Tindall and Peter Philips; Prince Andrew’s daughters, Princess Beatrice and Princess Eugenie; and Prince Edward’s two children — Lady Louise Windsor and James, Viscount Severn.

William stood with his head bowed at the head of the coffin and Harry at the foot. Both princes, who are military veterans, were in uniform. The crowd kept slowly, silently filing past.

Advertisement

“You could see that they were thinking hard about their grandmother, the queen,” said Ian Mockett, a civil engineer from Oxford in southern England. “It was good to see them all together as a set of grandchildren, given the things that have happened over the last few years.”

The lying-in-state continues until early Monday morning, when the queen’s coffin will be moved on a gun carriage pulled by 142 Royal Navy sailors to nearby Westminster Abbey for the funeral, the finale of 10 days of national mourning for Britain’s longest-reigning monarch.

After the service Monday at the abbey, the late queen’s coffin will be transported through the historic heart of London on the state gun carriage. It will then be taken in a hearse to Windsor, where the queen will be interred alongside her late husband, Prince Philip, who died last year at 99.

Sumita Tanda put down bright red roses as a huge floral tribute bloomed near Windsor Castle.

“I feel so privileged to be a local resident of Windsor,” she said. “I just wanted to pay my respects.”

___"
news_article,"Director James Cameron revealed that he and studio executives “clashed over certain things” about “Avatar” during the creation of the 2009 blockbuster film.

Cameron, whose epic adventure movie is the highest-grossing film of all time, told The New York Times on Friday that the creative process behind the film didn’t come without a fight.

Advertisement

Cameron — who did not refer to the studio by name — said studio executives thought the epic film “should be shorter” and characters were flying around too much on banshee creatures.

“Well, it turns out that’s what the audience loved the most, in terms of our exit polling and data gathering,” Cameron recalled.

“And that’s a place where I just drew a line in the sand and said, ‘You know what? I made “Titanic.” This building that we’re meeting in right now, this new half-billion dollar complex on your lot? “Titanic” paid for that, so I get to do this.’”

Advertisement

The director, who told The Times that “Avatar” is “still competitive with everything that’s out there these days,” claimed the studio later thanked him for his pushback.

“I feel that my job is to protect their investment, often against their own judgment,” Cameron said. “But as long as I protect their investment, all is forgiven.”

Cameron’s reflections on the blockbuster arrived roughly three months before the scheduled release of its sequel — “Avatar: The Way of Water” — on Dec. 16.

The sequel arrives 13 years after the original film, a wait that Cameron said once left him a “little concerned” ahead of December.

“I was a little concerned that I had stretched the tether too far, in our fast-paced, modern world ... [right] until we dropped the teaser trailer and we got 148 million views in 24 hours,” Cameron told The Times.

Advertisement"
news_article,"Alain Robert, a free solo climber known as the “French Spider-Man,” celebrated his 60th birthday in a big way.

Robert, who has climbed several large buildings in the world including the Burj Khalifa and the Empire State Building, climbed the Tour TotalEnergies skyscraper in Paris on Saturday, French news site Defense 92 reported.

Advertisement

Robert, who turned 60 years old in August, scaled the 48-story building in 60 minutes, according to the news site.

Alain Robert said he wanted to call attention to climate change when he climbed the 48-story skyscraper in Paris. Michel Euler via Associated Press

Saturday’s feat is reportedly the 12th time Robert has climbed the building, which rises roughly 614 feet above the ground.

The climber revealed to Reuters that he promised himself several years ago that he would climb the building for the occasion because 60 symbolizes France’s retirement age.

Advertisement

“I want to send people the message that being 60 years is nothing. You can still do sport, be active, do fabulous things,” Robert told Reuters.

Alain Robert, the free climber dubbed the French 'Spiderman,' scaled the Tour TotalEnergies, a 48-story skyscraper in Paris, to celebrate his 60th birthday https://t.co/kotWiUuSrU pic.twitter.com/WRClkrdQgW — Reuters (@Reuters) September 18, 2022

Robert said he made the climb to raise awareness for global warming and compared the trek up the building to “a ladder,” according to Defense 92.

The news site reported that he dealt with the building’s metal window frames using “plasters” on his fingers and “a bit of tackle to reduce perspiration” during the climb.

He’s climbed several iconic structures over the years, including the Eiffel Tower, the Sydney Opera House, Taipei 101, the Petronas Towers and Willis Tower.

Advertisement

Robert has no plans to give up on his passion, Defense 92 reported."
news_article,"LONDON (AP) — U.S. President Joe Biden, in London for the funeral of Queen Elizabeth II, said Sunday his heart went out to the royal family, adding the queen’s death left a “giant hole.”

“It’s a loss that leaves a giant hole and sometimes you think you’ll never overcome it,” said Biden, who often talks in very personal terms about loss following the death of his first wife and young daughter and later, his adult son.

Advertisement

The president and first lady Jill Biden have kept a low profile since landing in the United Kingdom. They traveled to Westminster Hall to pay their respects along with hundreds of thousands of mourners who waited more than 14 hours to walk past the queen’s casket.

Biden and the first lady then went to Lancaster House to sign the condolence book before heading to Buckingham Palace for a reception hosted by King Charles III.

The president spoke briefly after he signed the condolence book. “As I’ve told the king, she’s going to be with him every step of the way,” Biden said. “You were fortunate to have had her for 70 years. We all were.”

He said her reign was about “treating people with dignity.”

“I talk about how my mother and father thought that everyone, no matter who they were … no matter where they’re from, deserved to be treated with dignity,” the president said. “And that’s exactly what she communicated. Just the way she walked by her staff, just the way that she acted.”

Advertisement

Biden wrote in the book that “Queen Elizabeth was admired around the world for her unwavering commitment to service.”

The first lady signed a condolence book for spouses and ambassadors, writing “Queen Elizabeth lived her life for the people. She served with wisdom and grace. We will never forget her warmth, kindness and the conversations we shared.”

The president also said Elizabeth modeled a sense of service.

“There’s something within our capacity to do that can make things, not just the world better, but your neighborhood better, your household better, your workplace better,” he said. “That’s what she communicated to me anyway. It was an honor to meet her, an honor to meet her.”

The president will return to the U.S. on Monday and head to New York for the U.N. General Assembly, where he’s to gather with Prime Minister Liz Truss, who had just taken over as the queen died."
news_article,"A photo of the information table for the 2020 Census is seen outside a recreation center in Reading, Pennsylvania during an event to encourage people to fill out the census. MediaNews Group/Reading Eagle via Getty Images via Getty Images

Some census takers who falsified information during the 2020 count didn’t have their work redone fully, weren’t fired in a timely manner and in some cases even received bonuses, according to the U.S. Commerce Department’s watchdog group.

The findings released Friday by the Office of Inspector General raise concerns about possible damage to the quality of the once-a-decade head count that determines political power and federal funding,

Advertisement

Off-campus students at colleges and universities were likely undercounted since the census started around the same time students were sent home to stop the spread of COVID-19 in March 2020, the review found.

During the 2020 census, The Associated Press documented cases of census takers who were pressured by their supervisors to enter false information into a computer system about homes they had not visited so they could close cases during the waning days of the census.

Supervisors were able to track their census takers’ work in real time through mobile devices that the census takers used to record information about households’ numbers, demographic characteristics and members’ relationships to one another. As a result, supervisors would get alerts when actions raised red flags about accuracy, such as a census taker recording data on a home while far away from the address or a census taker conducting an interview in just a few minutes. As a quality control check, others census takers were sent back to homes to re-interview residents.

The Inspector General’s probe concluded that some alerts weren’t being properly resolved, some re-interviews weren’t properly conducted and that the work of some census takers whose work had been flagged for falsifying data had not been reworked to fix its accuracy. In fact, some census takers whose work was flagged for falsifications were given more cases, weren’t fired and were reassigned to other operations, the report said.

Advertisement

Of the 1,400 census takers who were designated “hard fails” because questions about the accuracy of their work, only 300 were fired for misconduct or unsatisfactory performance. Of the 1,400 “hard fail” census takers, 1,300 of them received bonuses ranging from $50 to $1,600 each, the report said.

The census is the largest nonmilitary mobilization in the U.S. Data gathered during the census determines how many congressional seats each state gets. The numbers also are used for redrawing political districts and distributing $1.5 trillion in federal spending each year. Because of that, undercounts can cost communities funding.

The 2020 census faced unprecedented challenges including the pandemic, natural disasters and political interference from the Trump administration.

“As a result, we asserted that the findings could not and should not be presented as a conclusive assessment of overall census quality.”

In response to the Inspector General’s report, the Census Bureau said it appreciated the concerns that were raised but disagreed with the conclusions that data quality may have been damaged since the report cited only a small number of cases out of the overall workload.

Advertisement

“As a result, we asserted that the findings could not and should not be presented as a conclusive assessment of overall census quality,” Census Bureau Director Robert Santos said in the written response.

Under Census Bureau rules, college and university students should have been counted where they spent the most time, either at on-campus housing or off-campus apartments, even if they were sent home because of the pandemic. Most schools didn’t provide the Census Bureau with off-campus student data, and the bureau had to use a last-resort, less-accurate statistical tool to fill in the information gaps on more than 10% of the off-campus student population when they were given the information, the Inspector General’s report said.

Schools often didn’t provide the data because they didn’t information on off-campus students or because of privacy concerns. The Inspector General recommends passage of legislation that would require schools to provide needed information in future head counts.

“Although difficult to quantify, the fiscal implication of specifically undercounting off-campus students at the correct location for states and localities is potentially far-reaching,” the report said."
news_article,"A first-of-its-kind database for tracking the world’s fossil fuel production, reserves and emissions launches on Monday to coincide with climate talks taking place at the United Nations General Assembly in New York.

The Global Registry of Fossil Fuels includes data from over 50,000 oil, gas and coal fields in 89 countries. That covers 75% of global reserves, production and emissions, and is available for public use, a first for a collection of this size.

Advertisement

Until now there has been private data available for purchase, and analysis of the world’s fossil fuel usage and reserves. The International Energy Agency also maintains public data on oil, gas and coal, but it focuses on the demand for those fossil fuels, whereas this new database looks at what is yet to be burned.

The registry was developed by Carbon Tracker, a nonprofit think tank that researches the energy transition’s effect on financial markets, and the Global Energy Monitor, an organization that tracks a variety of energy projects around the globe.

Oil Gas Coal Reserves via Associated Press

Corporations, investors and scientists already have some level of access to private data on fossil fuels. Mark Campanale, founder of Carbon Tracker, said he hopes the registry will empower groups to hold governments accountable, for example, when they issue licenses for fossil fuel extraction.

Advertisement

“Civil society groups have got to get more of a focus on what governments are planning to do in terms of license issuance, both for coal and oil and gas, and actually begin to challenge this permitting process,” Campanale told The Associated Press.

The release of the database and an accompanying analysis of the collected data coincide with two critical sets of climate talks at the international level — the U.N. General Assembly in New York beginning on September 13, and COP27 in Sharm El Sheikh, Egypt, in November. Data like what’s being released in the registry could arm environmental and climate groups to pressure national leaders to agree to stronger policies that result in less carbon emissions.

And we’re in dire need of carbon reductions, Campanale said.

In their analysis of the data, the developers found that the United States and Russia have enough fossil fuel still underground untapped to exhaust the world’s remaining carbon budget. That’s the remaining carbon the world can afford to emit before a certain amount of warming occurs, in this case 1.5 degrees Celsius. It also shows these reserves would generate 3.5 trillion tons of greenhouse gas emissions, which is more than all of the emissions produced since the Industrial Revolution.

“We already have enough extractable fossil fuels to cook the planet. We can’t afford to use them all — or almost any of them at this point. We’ve run out of time to build new things in old ways,” said Rob Jackson, a Stanford University climate scientist who was not involved with the database.

“I like the emphasis on transparency in fossil fuel production and reserves, down to specific projects. That’s a unique aspect to the work.”

Advertisement

Jackson compared the global carbon budget to a bathtub.

“You can run water only so long before the tub overflows,” he said. When the tub is close to overflowing, he said, governments can turn down the faucet (mitigating greenhouse gas emissions) or open the tub’s drain more (removing carbon from the atmosphere).

The database shows that we have much more carbon than we need as a global community, Campanale said, and more than enough to overflow the bathtub and flood the bathroom in Jackson’s analogy. So investors and shareholders should be holding decision makers at the world’s largest oil, gas and coal companies accountable when they approve new investments in fossil fuel extraction, he said.

Campanale said the hope is the investment community, “who ultimately own these corporations,” will use the data to begin to challenge the investment plans of companies still planning to expand oil, gas and coal projects.

“Companies like Shell and Exxon, Chevron and their shareholders can use the analysis to to really begin to try and push the companies to move in a completely different direction.”

___

The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institute’s Department of Science Education. The AP is solely responsible for all content."
news_article,"A 19-year-old man was charged Friday for allegedly exposing himself and pushing into two women from behind as they were waiting to view Queen Elizabeth II lying in state, U.K. authorities said.

The incident occurred Wednesday in London after one of the women noticed Adio Adeshine jumping the line outside the Houses of Parliament, Sky News reported. She realized that he was getting closer to her before feeling something touching her back and then turned to see that he had allegedly exposed himself.

Advertisement

She later saw Adeshine engaging in similar behavior around another woman before police were called and the man tried to flee into the River Thames, the outlet said.

Adeshine was remanded into custody and charged with two counts of sexual assault and two counts of breaching a sexual harm prevention order, according to a statement from London’s Metropolitan Police.

“As those present in the queue will have seen, officers were on hand to immediately respond and arrest the man,” Deputy Assistant Commissioner Stuart Cundy said in the statement.

“Stewards and police officers in London are present throughout the route to help and support those who are queuing to pay their respects to Her Majesty the Queen. There has been very little crime or other incidents where officers have had to intervene.”

Advertisement

Cundy said that by Friday morning, 34 people had been arrested for a “range of offences” amid the throngs of people waiting to view Elizabeth, who died Sept. 8, PA Media reported.

Watching the crowds was the largest single policing event that the Met Police department has ever undertaken, according to Cundy. More than 10,000 officers are expected to be on duty each day, PA reported."
news_article,"JUNEAU, Alaska (AP) — Residents on Alaska’s vast and sparsely populated western coast braced Friday for a powerful storm that forecasters said could be one of the worst in recent history, threatening hurricane-force winds and high surf that could knock out power and cause flooding.

The storm is the remnants of what was Typhoon Merbok, which University of Alaska Fairbanks climate specialist Rick Thoman said is also influencing weather patterns far from Alaska — a rare late-summer storm now is expected to bring rain this weekend to drought-stricken parts of California.

Advertisement

This image provided by the National Hurricane Center and Central Pacific Hurricane Center/National Oceanic and Atmospheric Administration shows a satellite view over Alaska, Friday, Sept. 16, 2022. NOAA via AP

“All this warm air that’s been brought north by this ex-typhoon is basically inducing a chain reaction in the jet stream downstream from Alaska,” he said.

“It’s a historic-level storm,” Thoman said of the system steaming toward Alaska. “In 10 years, people will be referring to the September 2022 storm as a benchmark storm.”

Hurricane-force winds were forecast in parts of the Bering Sea, while in the small communities of Elim and Koyuk, around 90 miles (145 kilometers) from the hub community of Nome, water levels could be up to 18 feet (5 meters) above the normal high tide line, according to the National Weather Service. Flood warnings were in effect until Monday in parts of northwest Alaska.

Advertisement

Waves from the Bering Sea splash up on a jetty on Friday, Sept. 16, 2022, in Nome, Alaska. Much of Alaska's western coast could see flooding and high winds as the remnants of Typhoon Merbok moved into the Bering Sea region. Peggy Fagerstrom via AP

In Nome, which has about 3,500 residents, Leon Boardway was working as usual Friday at the Nome Visitors Center, a half-block from the Bering Sea. “I just want to keep my door open and the coffee pot on,” he said after it had begun to rain and the winds picked up.

But few people were coming by. Residents, visitors and businesses in the town, famous for being at the end of the Iditarod Trail Sled Dog Race and the setting for the dredging-for-gold reality show “Bering Sea Gold,” were boarding up windows and otherwise bracing for the storm.

“The ocean is getting worse out there,” said Boardway, 71, as he checked out the center’s webcam, which from its high perch has a good view of the swells.

“I hope everybody stays calm and everybody just gets in a good, safe position,” he said.

Typhoon Merbok formed farther east in the Pacific Ocean than where such storms typically appear. Water temperatures are unusually warm this year so the storm “was able to spin up,” Thoman said.

Advertisement

Meanwhile, a low-pressure system was expected to drop from the Gulf of Alaska and park off the coast of Northern California, producing gusty ridgetop winds before rains set in late Saturday, the National Weather Service said.

In the Sierra Nevada foothills northeast of the state capital of Sacramento, fire crews have been fighting what has become the largest wildfire in that state so far this year. While rain is needed, the storm was predicted to also bring winds that could spread the Mosquito Fire.

The storm will slow but not end California’s fire season because fuels are critically dry and a period of warmer, drier weather will follow, said Courtney Carpenter, a National Weather Service meteorologist.

Forecasters said the weather system will spread rain down the state’s central coast but little if any is expected in most of Southern California, where mountain and desert communities are dealing with the aftermath of too much rain.

Crews were clearing head-high mud flows in the San Bernardino Mountains east of Los Angeles, following flash-flooding Monday. Downpours from remnants of a Pacific hurricane caused the devastation in Southern California, with winds topping 100 mph (160 kph) last weekend.

Advertisement

First responders on Thursday found the body of a woman missing since the mudslides tore through her mountain town. Her remains were discovered buried under mud, rocks and other debris near her home.

The deluges added to road and infrastructure damage in desert national parks from the summer’s punishing monsoonal thunderstorms.

___"
news_article,"HAVANA (AP) — Tropical Storm Fiona threatened to dump up to 16 inches (41 centimeters) of rain in parts of Puerto Rico on Saturday as forecasters placed the U.S. territory under a hurricane watch and people braced for potential landslides, severe flooding and power outages.

The storm was located 145 miles (230 kilometers) southeast of St. Croix Saturday morning with maximum sustained winds of 60 mph (95 kph). It was moving west at 13 mph (20 kph) on a path forecast to pass near Puerto Rico. Forecasters warned Fiona could be near hurricane strength when it passes through Puerto Rico and the Dominican Republic.

Advertisement

Fiona is expected to swipe past the Dominican Republic on Sunday as a potential hurricane and Haiti and the Turks and Caicos Islands on Monday and Tuesday with the threat of extreme rain.

This satellite image provided by NOAA shows Tropical Storm Fiona in the Caribbean on Saturday, Sept. 17, 2022. NOAA via AP

Forecaster issued a hurricane watch for the southern coast of the Dominican Republic from Cabo Engaño westward to Cabo Caucedo and for the northern coast from Cabo Engaño westward to Puerto Plata.

In Puerto Rico, authorities opened shelters and closed public beaches, theaters and museums as they urged people to remain indoors.

Advertisement

“It’s time to activate your emergency plan and contact and help your relatives, especially elderly adults who live alone,” said Dr. Gloria Amador, who runs a nonprofit health organization in central Puerto Rico.

At least one cruise ship visit and several flights to the island were canceled, while authorities in the eastern Caribbean islands canceled school and prohibited people from practicing aquatic sports as Fiona battered the region.

In the French Caribbean island of Guadeloupe, authorities said they recorded wind gusts of up to 74 mph (120 kph), which would be considered a Category 1 hurricane. They also said 9 inches (23 centimeters) of rain fell in three hours in the Gros Morne area.

Fiona, which is the Atlantic hurricane season’s sixth named storm, was predicted to bring 5 to 10 inches (13 to 25 centimeters) of rain in eastern and southern Puerto Rico, with as much as 16 inches (41 centimeters) in isolated spots. Rains of 4 to 8 inches (10 to 20 centimeters) were forecast for the Dominican Republic, with up to 12 inches (30 centimeters) in places. Life-threatening surf also was possible from Fiona’s winds, forecasters said.

Meanwhile, Tropical Storm Lester in the eastern Pacific was on a projected path that could bring landfall near the Acapulco area on Mexico’s southwestern coast Saturday night.

Advertisement

Lester was expected to remain a tropical storm until hitting the Mexican coast. Forecasters warned of potential dangers from heavy rains.

The storm had maximum sustained winds of 45 mph (75 kph) late Friday. It was centered 110 miles (180 kilometers) southeast of Acapulco and moving moving northwest at 10 mph (17 kph)."
news_article,"FILE - A displaced family wades through a flooded area after heavy rainfall, in Jaffarabad, a district of Pakistan's southwestern Baluchistan province, Aug. 24, 2022. A new study says human-caused climate change juiced the rainfall that triggered Pakistan's floods by up to 50%. But the authors of the Thursday, Sept. 15, study say other societal issues that make the country vulnerable and put people in harm's way are probably the biggest factor in the ongoing humanitarian disaster. (AP Photo/Zahid Hussain, File) via Associated Press

ISLAMABAD (AP) — The World Health Organization raised the alarm Saturday about a “second disaster"" in the wake of the deadly floods in Pakistan this summer, as doctors and medical workers on the ground race to battle outbreaks of waterborne and other diseases.

The floodwaters started receding this week in the worst-hit provinces but many of the displaced — now living in tents and makeshift camps — increasingly face the threat of gastrointestinal infections, dengue fever and malaria, which are on the rise. The dirty and stagnant waters have become breeding grounds for mosquitos.

Advertisement

The unprecedented monsoon rains since mid-June, which many experts link to climate change, and subsequent flooding have killed 1,545 people across Pakistan, inundated millions of acres of land and affected 33 million people. As many as 552 children have also been killed in the floods.

“I am deeply concerned about the potential for a second disaster in Pakistan: a wave of disease and death following this catastrophe, linked to climate change, that has severely impacted vital health systems leaving millions vulnerable,"" WHO's director-general, Tedros Adhanom Ghebreyesus, said in a statement.

“The water supply is disrupted, forcing people to drink unsafe water,"" he said. “But if we act quickly to protect health and deliver essential health services, we can significantly reduce the impact of this impending crisis.""

The WHO chief also said that nearly 2,000 health facilities have been fully or partially damaged in Pakistan and urged donors to continue to respond generously so that more lives can be saved.

Advertisement

Pakistani Prime Minister Shahbaz Sharif left for New York on Saturday to attend the first fully in-person gathering of world leaders at the U.N. General Assembly since the coronavirus pandemic. Sharif will appeal for more help from the international community to tackle the disaster.

Before his departure, Sharif urged philanthropists and aid agencies to donate baby food for children, along with blankets, clothes and other food items for the flood victims, saying they were desperately waiting for aid.

The southern Sindh and southwestern Baluchistan provinces have been the worst hit — hundreds of thousands in Sindh live now in makeshift homes and authorities say it will take months to completely drain the water in the province.

Nationwide, floods have damaged 1.8 million homes, washed away roads and destroyed nearly 400 bridges, according to the National Disaster Management Authority.

Imran Baluch, head of a government-run district hospital in Jafferabad, in the district of Dera Allah Yar in Baluchistan, said that out of 300 people tested daily, nearly 70% are positive for malaria.

Advertisement

After malaria, typhoid fever and skin infections are most commonly seen among the displaced, living for weeks in unhygienic conditions, Baluch told The Associated Press.

Pediatrician Sultan Mustafa said he treated some 600 patients at a field clinic established by the Dua Foundation charity in the Jhuddo area in Sindh, mostly women and children with gastrointestinal infections, scabies, malaria or dengue.

Khalid Mushtaq, heading a team of doctors from the Alkhidmat Foundation and the Pakistan Islamic Medical Association, said they are treating more than 2,000 patients a day and were also providing kits containing a month's supply of water-purification tablets, soaps and other items.

On Friday, the representative of the U.N. children’s agency in Pakistan, Abdullah Fadil, said after visiting Sindh’s flood-hit areas that an estimated 16 million children had been impacted by the floods. He said UNICEF was doing everything it can “to support children and families affected and protect them from the ongoing dangers of water-borne diseases.”

___"
